presence	pair	from	to	edge	caller	provider	verb	path	conjunct	leg	component	severity	rule	violation_path	old	new	state	collided	evidence	caller_changed	provider_changed
declared	P44	1.37.6	1.37.7	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P44	1.37.6	1.37.7	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	no	no
declared	P44	1.37.6	1.37.7	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	no	no
declared	P44	1.37.6	1.37.7	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P44	1.37.6	1.37.7	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P45	1.37.7	1.37.8	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
declared	P45	1.37.7	1.37.8	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
declared	P45	1.37.7	1.37.8	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	yes	yes
declared	P45	1.37.7	1.37.8	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	yes	yes
declared	P45	1.37.7	1.37.8	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
declared	P45	1.37.7	1.37.8	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
declared	P46	1.37.8	1.37.9	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
declared	P46	1.37.8	1.37.9	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
declared	P46	1.37.8	1.37.9	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	yes	yes
declared	P46	1.37.8	1.37.9	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	yes	yes
declared	P46	1.37.8	1.37.9	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
declared	P46	1.37.8	1.37.9	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
declared	P47	1.37.9	1.37.10	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P47	1.37.9	1.37.10	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P47	1.37.9	1.37.10	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	no	no
declared	P47	1.37.9	1.37.10	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	no	no
declared	P47	1.37.9	1.37.10	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P47	1.37.9	1.37.10	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P48	1.37.10	1.37.11	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P48	1.37.10	1.37.11	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P48	1.37.10	1.37.11	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	no	no
declared	P48	1.37.10	1.37.11	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	no	no
declared	P48	1.37.10	1.37.11	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P48	1.37.10	1.37.11	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P49	1.37.11	1.38.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
declared	P49	1.37.11	1.38.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
declared	P49	1.37.11	1.38.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	yes	yes
declared	P49	1.37.11	1.38.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	yes	yes
declared	P49	1.37.11	1.38.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
declared	P49	1.37.11	1.38.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
none	P01	1.30.0	1.30.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
none	P01	1.30.0	1.30.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
none	P01	1.30.0	1.30.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	yes	yes
none	P01	1.30.0	1.30.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	yes	yes
none	P01	1.30.0	1.30.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
none	P01	1.30.0	1.30.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
none	P02	1.30.1	1.30.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
none	P02	1.30.1	1.30.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
none	P02	1.30.1	1.30.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	yes	yes
none	P02	1.30.1	1.30.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	yes	yes
none	P02	1.30.1	1.30.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
none	P02	1.30.1	1.30.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
none	P03	1.30.2	1.30.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
none	P03	1.30.2	1.30.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
none	P03	1.30.2	1.30.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	yes	yes
none	P03	1.30.2	1.30.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	yes	yes
none	P03	1.30.2	1.30.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
none	P03	1.30.2	1.30.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
none	P04	1.30.3	1.30.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
none	P04	1.30.3	1.30.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
none	P04	1.30.3	1.30.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	yes	yes
none	P04	1.30.3	1.30.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	yes	yes
none	P04	1.30.3	1.30.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
none	P04	1.30.3	1.30.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
none	P05	1.30.4	1.30.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	no
none	P05	1.30.4	1.30.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	no
none	P05	1.30.4	1.30.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	yes	no
none	P05	1.30.4	1.30.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	yes	no
none	P05	1.30.4	1.30.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	no
none	P05	1.30.4	1.30.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	no
none	P06	1.30.5	1.30.6	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	yes
none	P06	1.30.5	1.30.6	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	yes
none	P06	1.30.5	1.30.6	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	no	yes
none	P06	1.30.5	1.30.6	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	no	yes
none	P06	1.30.5	1.30.6	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	yes
none	P06	1.30.5	1.30.6	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	yes
none	P07	1.30.6	1.31.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
none	P07	1.30.6	1.31.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
none	P07	1.30.6	1.31.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	yes	yes
none	P07	1.30.6	1.31.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	yes	yes
none	P07	1.30.6	1.31.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
none	P07	1.30.6	1.31.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
none	P08	1.31.0	1.31.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
none	P08	1.31.0	1.31.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
none	P08	1.31.0	1.31.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	yes	yes
none	P08	1.31.0	1.31.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	yes	yes
none	P08	1.31.0	1.31.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
none	P08	1.31.0	1.31.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
none	P09	1.31.1	1.31.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
none	P09	1.31.1	1.31.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
none	P09	1.31.1	1.31.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	no	no
none	P09	1.31.1	1.31.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	no	no
none	P09	1.31.1	1.31.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
none	P09	1.31.1	1.31.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
none	P10	1.31.2	1.31.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	no
none	P10	1.31.2	1.31.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	no
none	P10	1.31.2	1.31.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	yes	no
none	P10	1.31.2	1.31.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	yes	no
none	P10	1.31.2	1.31.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	no
none	P10	1.31.2	1.31.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	no
none	P11	1.31.3	1.32.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
none	P11	1.31.3	1.32.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
none	P11	1.31.3	1.32.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	yes	yes
none	P11	1.31.3	1.32.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	yes	yes
none	P11	1.31.3	1.32.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
none	P11	1.31.3	1.32.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
none	P12	1.32.0	1.32.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
none	P12	1.32.0	1.32.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
none	P12	1.32.0	1.32.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	no	no
none	P12	1.32.0	1.32.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	no	no
none	P12	1.32.0	1.32.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
none	P12	1.32.0	1.32.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
none	P13	1.32.1	1.32.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
none	P13	1.32.1	1.32.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
none	P13	1.32.1	1.32.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	no	no
none	P13	1.32.1	1.32.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	no	no
none	P13	1.32.1	1.32.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
none	P13	1.32.1	1.32.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
none	P14	1.32.2	1.32.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	no
none	P14	1.32.2	1.32.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	no
none	P14	1.32.2	1.32.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	yes	no
none	P14	1.32.2	1.32.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	yes	no
none	P14	1.32.2	1.32.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	no
none	P14	1.32.2	1.32.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	no
none	P15	1.32.3	1.32.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
none	P15	1.32.3	1.32.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
none	P15	1.32.3	1.32.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	yes	yes
none	P15	1.32.3	1.32.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	yes	yes
none	P15	1.32.3	1.32.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
none	P15	1.32.3	1.32.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
none	P16	1.32.4	1.33.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
none	P16	1.32.4	1.33.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
none	P16	1.32.4	1.33.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	yes	yes
none	P16	1.32.4	1.33.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	yes	yes
none	P16	1.32.4	1.33.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
none	P16	1.32.4	1.33.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
none	P17	1.33.0	1.33.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
none	P17	1.33.0	1.33.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
none	P17	1.33.0	1.33.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	yes	yes
